,Season,Squad,Age,Tkl,TklWon,Blocks,Int,Clr,SCA,PasAss,GCA,GcaDrib,Recov,AerWon,Assists,PPA,CrsPA,TklDri,Goals,SoT,G/Sh,PasProg,Goals Conceded
0,2017/2018,Alavés,641,699.0,461.0,406.0,495.0,967.0,658.0,437.0,70.0,7.0,1939.0,604.0,31.0,176.0,62.0,244.0,40.0,134.0,1.97,1042.0,50
1,2017/2018,Amiens,644,657.0,445.0,444.0,518.0,1113.0,610.0,418.0,57.0,7.0,2165.0,630.0,24.0,176.0,54.0,209.0,36.0,95.0,1.5,1177.0,42
2,2017/2018,Angers,608,661.0,427.0,402.0,409.0,842.0,789.0,529.0,69.0,3.0,2026.0,584.0,30.0,227.0,62.0,227.0,41.0,151.0,1.4300000000000002,1430.0,52
3,2017/2018,Arsenal,643,620.0,423.0,368.0,420.0,844.0,1075.0,826.0,131.0,7.0,2073.0,611.0,61.0,477.0,49.0,163.0,73.0,223.0,2.8000000000000003,2215.0,51
4,2017/2018,Atalanta,521,724.0,487.0,430.0,475.0,814.0,1014.0,725.0,98.0,8.0,2397.0,558.0,38.0,418.0,91.0,262.0,57.0,192.0,1.9,1919.0,39
5,2017/2018,Athletic Club,600,725.0,474.0,429.0,449.0,793.0,721.0,483.0,66.0,2.0,2089.0,699.0,24.0,288.0,101.0,258.0,39.0,142.0,1.25,1501.0,49
6,2017/2018,Atlético Madrid,606,917.0,614.0,462.0,511.0,877.0,699.0,471.0,104.0,14.0,2178.0,550.0,41.0,259.0,34.0,267.0,57.0,147.0,1.83,1460.0,22
7,2017/2018,Augsburg,548,715.0,538.0,398.0,398.0,829.0,746.0,517.0,68.0,1.0,1609.0,696.0,30.0,243.0,107.0,255.0,41.0,141.0,1.42,1114.0,46
8,2017/2018,Barcelona,551,612.0,399.0,351.0,412.0,493.0,1026.0,735.0,168.0,17.0,1997.0,341.0,74.0,470.0,30.0,354.0,96.0,264.0,2.42,2109.0,29
9,2017/2018,Bayern Munich,569,602.0,462.0,308.0,348.0,389.0,1099.0,858.0,169.0,9.0,1571.0,506.0,72.0,431.0,101.0,397.0,90.0,226.0,3.2800000000000002,2322.0,28
10,2017/2018,Betis,632,634.0,424.0,354.0,427.0,855.0,718.0,546.0,91.0,6.0,1895.0,442.0,41.0,234.0,64.0,240.0,56.0,160.0,2.79,1506.0,61
11,2017/2018,Bologna,659,654.0,450.0,475.0,453.0,1104.0,638.0,459.0,62.0,4.0,1807.0,586.0,18.0,229.0,56.0,141.0,37.0,119.0,2.9699999999999998,1320.0,52
12,2017/2018,Bordeaux,573,686.0,452.0,351.0,450.0,814.0,812.0,599.0,91.0,6.0,2152.0,569.0,35.0,266.0,85.0,302.0,52.0,143.0,1.55,1483.0,48
13,2017/2018,Bournemouth,494,508.0,323.0,450.0,364.0,1108.0,803.0,578.0,82.0,5.0,1930.0,690.0,36.0,291.0,67.0,291.0,45.0,153.0,1.43,1526.0,61
14,2017/2018,Brighton,575,599.0,380.0,430.0,446.0,1168.0,680.0,485.0,60.0,4.0,2097.0,782.0,25.0,193.0,65.0,187.0,33.0,110.0,1.35,1230.0,54
15,2017/2018,Burnley,547,517.0,351.0,444.0,385.0,1227.0,638.0,422.0,58.0,4.0,1797.0,876.0,26.0,206.0,84.0,117.0,35.0,126.0,1.25,1080.0,39
16,2017/2018,Caen,547,729.0,475.0,449.0,472.0,942.0,787.0,541.0,47.0,2.0,2333.0,803.0,19.0,213.0,106.0,162.0,25.0,119.0,0.8500000000000001,1541.0,52
17,2017/2018,Cagliari,630,639.0,446.0,422.0,429.0,995.0,651.0,463.0,54.0,2.0,1855.0,736.0,21.0,268.0,94.0,170.0,33.0,113.0,0.96,1344.0,61
18,2017/2018,Celta Vigo,494,589.0,420.0,325.0,494.0,753.0,798.0,576.0,103.0,8.0,2100.0,534.0,45.0,308.0,87.0,227.0,57.0,157.0,1.21,1593.0,60
19,2017/2018,Chelsea,557,635.0,425.0,365.0,424.0,829.0,1110.0,835.0,110.0,8.0,2187.0,597.0,42.0,398.0,74.0,221.0,60.0,210.0,1.61,1997.0,38
20,2017/2018,Chievo,612,538.0,363.0,437.0,440.0,1077.0,695.0,539.0,65.0,3.0,1863.0,626.0,20.0,271.0,114.0,171.0,36.0,131.0,1.52,1338.0,59
21,2017/2018,Crystal Palace,539,653.0,427.0,441.0,531.0,1048.0,821.0,517.0,77.0,7.0,2074.0,733.0,26.0,268.0,55.0,237.0,44.0,134.0,1.3599999999999999,1284.0,55
22,2017/2018,Dijon,576,663.0,451.0,380.0,536.0,930.0,765.0,537.0,88.0,13.0,2041.0,585.0,36.0,269.0,75.0,183.0,52.0,154.0,1.9100000000000001,1301.0,73
23,2017/2018,Dortmund,589,684.0,499.0,383.0,330.0,631.0,846.0,649.0,102.0,10.0,1360.0,567.0,44.0,322.0,67.0,375.0,62.0,167.0,2.66,1693.0,47
24,2017/2018,Eibar,597,636.0,429.0,346.0,551.0,684.0,801.0,532.0,72.0,1.0,2201.0,737.0,31.0,256.0,138.0,296.0,43.0,131.0,1.97,1466.0,50
25,2017/2018,Eint Frankfurt,655,623.0,483.0,465.0,409.0,894.0,671.0,473.0,81.0,2.0,1501.0,668.0,34.0,258.0,75.0,304.0,44.0,145.0,3.02,1288.0,45
26,2017/2018,Espanyol,595,712.0,497.0,361.0,513.0,885.0,716.0,501.0,60.0,4.0,1965.0,585.0,24.0,232.0,85.0,269.0,33.0,128.0,0.65,1275.0,42
27,2017/2018,Everton,721,637.0,444.0,419.0,512.0,1305.0,624.0,450.0,71.0,8.0,2034.0,757.0,26.0,209.0,70.0,194.0,42.0,110.0,1.33,1148.0,58
28,2017/2018,Fiorentina,569,740.0,496.0,438.0,485.0,965.0,1075.0,807.0,95.0,10.0,2100.0,550.0,32.0,331.0,95.0,220.0,53.0,179.0,1.56,1685.0,46
29,2017/2018,Freiburg,602,637.0,463.0,419.0,391.0,802.0,667.0,458.0,56.0,4.0,1285.0,707.0,21.0,189.0,56.0,232.0,32.0,110.0,1.34,1059.0,56
30,2017/2018,Genoa,761,547.0,392.0,411.0,390.0,924.0,740.0,553.0,54.0,5.0,1940.0,548.0,18.0,286.0,91.0,172.0,31.0,120.0,1.87,1439.0,43
31,2017/2018,Getafe,652,707.0,484.0,346.0,482.0,873.0,624.0,374.0,64.0,9.0,1966.0,517.0,27.0,257.0,67.0,289.0,41.0,122.0,2.4699999999999998,1085.0,33
32,2017/2018,Girona,532,607.0,399.0,328.0,485.0,835.0,787.0,491.0,88.0,11.0,1934.0,639.0,31.0,222.0,113.0,283.0,50.0,149.0,1.38,1212.0,59
33,2017/2018,Guingamp,558,640.0,437.0,368.0,475.0,962.0,759.0,519.0,73.0,3.0,1988.0,601.0,27.0,237.0,71.0,218.0,46.0,156.0,1.51,1519.0,59
34,2017/2018,Hannover 96,514,640.0,467.0,457.0,354.0,893.0,741.0,491.0,74.0,1.0,1429.0,760.0,25.0,213.0,74.0,251.0,44.0,140.0,1.2000000000000002,1177.0,54
35,2017/2018,Hellas Verona,616,632.0,441.0,412.0,523.0,1067.0,590.0,396.0,47.0,3.0,1793.0,538.0,19.0,171.0,65.0,208.0,30.0,89.0,1.6300000000000001,1038.0,78
36,2017/2018,Hoffenheim,558,683.0,513.0,437.0,344.0,628.0,831.0,636.0,105.0,7.0,1421.0,430.0,45.0,285.0,72.0,318.0,64.0,172.0,2.2199999999999998,1343.0,48
37,2017/2018,Huddersfield,522,739.0,500.0,449.0,510.0,1101.0,612.0,437.0,43.0,6.0,2054.0,770.0,18.0,178.0,77.0,215.0,25.0,106.0,1.03,1205.0,58
38,2017/2018,Inter,514,630.0,433.0,348.0,401.0,794.0,1026.0,783.0,111.0,4.0,2096.0,528.0,34.0,365.0,96.0,195.0,64.0,195.0,1.57,1876.0,30
39,2017/2018,Juventus,584,517.0,359.0,312.0,421.0,732.0,1009.0,745.0,154.0,13.0,1959.0,452.0,39.0,312.0,97.0,206.0,82.0,198.0,2.64,1704.0,24
40,2017/2018,Lazio,524,676.0,450.0,410.0,492.0,776.0,1002.0,769.0,150.0,17.0,2234.0,469.0,51.0,371.0,95.0,243.0,86.0,199.0,2.66,1800.0,49
41,2017/2018,Leganés,570,709.0,473.0,360.0,574.0,752.0,671.0,414.0,55.0,5.0,2081.0,640.0,23.0,189.0,75.0,267.0,32.0,125.0,1.49,1096.0,51
42,2017/2018,Leicester City,599,621.0,413.0,457.0,407.0,961.0,723.0,490.0,92.0,6.0,2073.0,763.0,38.0,224.0,72.0,293.0,53.0,137.0,1.47,1251.0,60
43,2017/2018,Levante,668,614.0,413.0,388.0,471.0,785.0,719.0,493.0,78.0,8.0,1924.0,458.0,28.0,271.0,86.0,309.0,43.0,119.0,1.71,1285.0,58
44,2017/2018,Leverkusen,481,642.0,481.0,479.0,388.0,609.0,906.0,682.0,105.0,13.0,1654.0,541.0,46.0,312.0,78.0,325.0,58.0,166.0,1.64,1657.0,44
45,2017/2018,Lille,420,641.0,430.0,354.0,468.0,715.0,756.0,547.0,71.0,11.0,2065.0,446.0,30.0,221.0,53.0,244.0,41.0,139.0,1.4000000000000001,1515.0,67
46,2017/2018,Liverpool,552,633.0,447.0,388.0,378.0,779.0,1131.0,855.0,143.0,27.0,2174.0,574.0,58.0,464.0,67.0,210.0,82.0,226.0,2.62,2235.0,38
47,2017/2018,Lyon,460,631.0,405.0,352.0,447.0,844.0,1022.0,671.0,149.0,14.0,2073.0,562.0,62.0,274.0,64.0,304.0,85.0,220.0,1.69,1660.0,43
48,2017/2018,M'Gladbach,496,669.0,485.0,464.0,375.0,703.0,790.0,561.0,76.0,6.0,1369.0,500.0,25.0,256.0,54.0,357.0,46.0,149.0,1.55,1380.0,52
49,2017/2018,Mainz 05,593,698.0,521.0,502.0,401.0,777.0,715.0,518.0,65.0,4.0,1447.0,671.0,27.0,188.0,63.0,360.0,38.0,143.0,1.84,1116.0,52
50,2017/2018,Manchester City,535,561.0,379.0,327.0,346.0,604.0,1199.0,937.0,190.0,15.0,2019.0,500.0,84.0,525.0,44.0,228.0,103.0,254.0,2.01,2570.0,27
51,2017/2018,Manchester Utd,636,564.0,369.0,381.0,481.0,917.0,910.0,696.0,114.0,12.0,2094.0,616.0,53.0,357.0,73.0,270.0,67.0,170.0,2.38,1564.0,28
52,2017/2018,Marseille,519,754.0,503.0,389.0,445.0,782.0,1097.0,746.0,136.0,15.0,2191.0,589.0,54.0,320.0,111.0,250.0,79.0,219.0,1.83,1580.0,47
53,2017/2018,Metz,705,704.0,456.0,373.0,507.0,823.0,755.0,512.0,57.0,3.0,2141.0,610.0,27.0,241.0,95.0,265.0,33.0,156.0,1.05,1509.0,76
54,2017/2018,Monaco,599,717.0,432.0,391.0,494.0,982.0,831.0,545.0,138.0,19.0,2027.0,602.0,56.0,270.0,76.0,289.0,83.0,169.0,3.72,1741.0,45
55,2017/2018,Montpellier,536,679.0,449.0,337.0,498.0,863.0,865.0,604.0,65.0,4.0,2172.0,612.0,28.0,243.0,92.0,239.0,36.0,154.0,1.19,1564.0,33
56,2017/2018,Nantes,588,745.0,503.0,492.0,423.0,1023.0,878.0,596.0,62.0,3.0,2181.0,652.0,24.0,261.0,109.0,197.0,36.0,129.0,1.09,1400.0,41
57,2017/2018,Napoli,493,580.0,396.0,387.0,328.0,525.0,1172.0,949.0,129.0,10.0,2299.0,348.0,45.0,420.0,54.0,254.0,73.0,245.0,2.55,2438.0,29
58,2017/2018,Newcastle Utd,519,629.0,414.0,468.0,425.0,1160.0,753.0,543.0,62.0,2.0,1954.0,853.0,29.0,213.0,71.0,226.0,38.0,146.0,2.51,1122.0,47
59,2017/2018,Nice,592,574.0,387.0,362.0,434.0,680.0,856.0,586.0,95.0,10.0,1877.0,381.0,34.0,212.0,45.0,238.0,52.0,170.0,1.34,1621.0,52
60,2017/2018,Paris S-G,500,633.0,430.0,317.0,323.0,605.0,1103.0,814.0,180.0,20.0,1885.0,334.0,74.0,503.0,82.0,295.0,100.0,238.0,2.6500000000000004,2024.0,29
61,2017/2018,RB Leipzig,430,693.0,505.0,469.0,397.0,800.0,861.0,628.0,102.0,7.0,1645.0,626.0,43.0,284.0,49.0,406.0,57.0,172.0,2.0100000000000002,1587.0,53
62,2017/2018,Real Madrid,502,676.0,462.0,356.0,403.0,499.0,1285.0,996.0,165.0,9.0,1987.0,390.0,65.0,512.0,122.0,250.0,91.0,267.0,2.69,2365.0,44
63,2017/2018,Real Sociedad,537,541.0,371.0,365.0,440.0,646.0,916.0,646.0,106.0,10.0,1965.0,492.0,47.0,311.0,103.0,260.0,64.0,165.0,1.9500000000000002,1599.0,59
64,2017/2018,Roma,517,543.0,381.0,317.0,469.0,780.0,1144.0,830.0,101.0,8.0,2107.0,652.0,37.0,390.0,112.0,266.0,56.0,199.0,1.4,1962.0,28
65,2017/2018,SPAL,642,580.0,410.0,389.0,520.0,1080.0,658.0,437.0,64.0,1.0,1717.0,496.0,14.0,196.0,60.0,218.0,37.0,109.0,1.83,1208.0,59
66,2017/2018,Saint-Étienne,656,673.0,447.0,397.0,400.0,936.0,733.0,517.0,75.0,9.0,1958.0,614.0,31.0,230.0,51.0,211.0,45.0,139.0,1.97,1539.0,50
67,2017/2018,Sampdoria,477,578.0,394.0,478.0,311.0,785.0,782.0,547.0,82.0,8.0,1804.0,445.0,30.0,307.0,57.0,206.0,56.0,163.0,1.3699999999999999,1536.0,60
68,2017/2018,Sassuolo,575,550.0,362.0,385.0,495.0,1034.0,850.0,607.0,50.0,5.0,1992.0,572.0,16.0,229.0,81.0,205.0,28.0,134.0,1.09,1462.0,59
69,2017/2018,Schalke 04,425,623.0,459.0,440.0,431.0,683.0,693.0,444.0,85.0,7.0,1695.0,507.0,31.0,186.0,54.0,412.0,50.0,153.0,1.4100000000000001,1107.0,37
70,2017/2018,Sevilla,700,758.0,531.0,416.0,401.0,823.0,921.0,689.0,89.0,9.0,2058.0,564.0,35.0,342.0,56.0,267.0,48.0,174.0,2.01,1815.0,58
71,2017/2018,Southampton,566,652.0,451.0,452.0,458.0,1012.0,794.0,589.0,64.0,9.0,2176.0,676.0,23.0,288.0,77.0,151.0,36.0,136.0,2.31,1604.0,56
72,2017/2018,Strasbourg,514,741.0,485.0,354.0,509.0,855.0,777.0,516.0,77.0,6.0,2025.0,692.0,26.0,240.0,79.0,252.0,43.0,121.0,1.18,1275.0,67
73,2017/2018,Stuttgart,530,695.0,495.0,435.0,412.0,798.0,622.0,427.0,58.0,9.0,1397.0,615.0,22.0,201.0,76.0,298.0,35.0,119.0,1.48,1024.0,36
74,2017/2018,Torino,550,596.0,395.0,373.0,416.0,921.0,780.0,550.0,93.0,7.0,2047.0,595.0,36.0,280.0,69.0,255.0,53.0,151.0,1.66,1416.0,46
75,2017/2018,Tottenham,483,612.0,394.0,358.0,375.0,834.0,1080.0,802.0,111.0,8.0,2078.0,594.0,49.0,389.0,61.0,277.0,70.0,209.0,1.1800000000000002,2241.0,36
76,2017/2018,Toulouse,515,643.0,426.0,376.0,440.0,855.0,743.0,479.0,62.0,4.0,1952.0,725.0,24.0,216.0,98.0,278.0,35.0,132.0,1.21,1384.0,54
77,2017/2018,Troyes,576,655.0,408.0,381.0,435.0,1068.0,620.0,464.0,53.0,5.0,1986.0,632.0,21.0,229.0,75.0,257.0,30.0,118.0,0.84,1327.0,59
78,2017/2018,Udinese,602,615.0,413.0,482.0,457.0,979.0,777.0,563.0,80.0,6.0,1875.0,532.0,27.0,242.0,81.0,230.0,45.0,131.0,2.05,1360.0,63
79,2017/2018,Valencia,562,745.0,492.0,416.0,459.0,908.0,858.0,605.0,114.0,11.0,2013.0,533.0,45.0,307.0,75.0,271.0,63.0,175.0,1.92,1563.0,38
80,2017/2018,Villarreal,583,694.0,457.0,443.0,420.0,987.0,822.0,598.0,93.0,13.0,1929.0,535.0,45.0,244.0,59.0,241.0,56.0,162.0,1.91,1441.0,50
81,2017/2018,Watford,641,642.0,412.0,349.0,441.0,934.0,745.0,511.0,68.0,8.0,1986.0,804.0,26.0,274.0,72.0,225.0,42.0,126.0,2.13,1392.0,64
82,2017/2018,Werder Bremen,535,591.0,428.0,349.0,416.0,715.0,787.0,565.0,58.0,2.0,1312.0,624.0,27.0,237.0,80.0,273.0,34.0,144.0,1.61,1469.0,40
83,2017/2018,West Brom,551,593.0,377.0,413.0,458.0,1058.0,634.0,441.0,50.0,4.0,2011.0,766.0,24.0,225.0,115.0,204.0,31.0,111.0,1.75,1094.0,68
84,2017/2018,Wolfsburg,579,561.0,412.0,410.0,394.0,691.0,615.0,452.0,66.0,2.0,1217.0,579.0,26.0,188.0,60.0,219.0,36.0,113.0,2.9,1284.0,48
85,2018/2019,Alavés,567,643.0,387.0,418.0,387.0,1039.0,689.0,451.0,59.0,3.0,1933.0,854.0,27.0,224.0,117.0,213.0,39.0,116.0,1.59,1113.0,50
86,2018/2019,Amiens,555,622.0,379.0,387.0,392.0,869.0,657.0,462.0,54.0,4.0,1852.0,712.0,22.0,197.0,53.0,227.0,30.0,112.0,1.69,1269.0,52
87,2018/2019,Angers,535,670.0,397.0,395.0,418.0,887.0,779.0,529.0,68.0,4.0,1943.0,612.0,27.0,230.0,51.0,245.0,42.0,144.0,1.3800000000000001,1316.0,49
88,2018/2019,Arsenal,583,604.0,362.0,420.0,407.0,775.0,829.0,653.0,116.0,5.0,1922.0,546.0,52.0,415.0,63.0,226.0,69.0,159.0,3.08,1864.0,51
89,2018/2019,Atalanta,532,634.0,395.0,433.0,451.0,666.0,1143.0,861.0,137.0,10.0,2156.0,620.0,60.0,440.0,94.0,289.0,75.0,214.0,1.75,1937.0,46
90,2018/2019,Athletic Club,588,636.0,380.0,409.0,441.0,788.0,679.0,467.0,68.0,3.0,1983.0,896.0,25.0,286.0,86.0,252.0,39.0,132.0,1.58,1439.0,45
91,2018/2019,Atlético Madrid,537,734.0,456.0,350.0,438.0,766.0,743.0,528.0,86.0,4.0,1895.0,650.0,34.0,267.0,38.0,194.0,53.0,155.0,2.66,1319.0,29
92,2018/2019,Augsburg,604,580.0,368.0,393.0,454.0,728.0,747.0,526.0,81.0,3.0,1778.0,644.0,33.0,239.0,81.0,186.0,50.0,156.0,2.54,1136.0,71
93,2018/2019,Barcelona,655,527.0,341.0,359.0,386.0,548.0,990.0,758.0,155.0,13.0,1931.0,440.0,61.0,436.0,37.0,304.0,88.0,242.0,2.0300000000000002,2089.0,36
94,2018/2019,Bayern Munich,546,464.0,293.0,312.0,336.0,358.0,1131.0,791.0,147.0,13.0,1919.0,517.0,62.0,448.0,75.0,257.0,86.0,252.0,3.69,2190.0,32
95,2018/2019,Betis,570,611.0,377.0,376.0,354.0,653.0,774.0,578.0,76.0,6.0,1705.0,441.0,30.0,303.0,61.0,266.0,43.0,156.0,1.44,1602.0,52
96,2018/2019,Bologna,660,687.0,429.0,460.0,369.0,849.0,873.0,610.0,79.0,3.0,1845.0,732.0,35.0,249.0,95.0,269.0,45.0,158.0,2.54,1328.0,56
97,2018/2019,Bordeaux,513,682.0,426.0,387.0,378.0,895.0,733.0,550.0,58.0,5.0,2053.0,625.0,26.0,204.0,65.0,303.0,34.0,131.0,1.04,1339.0,42
98,2018/2019,Bournemouth,581,514.0,294.0,399.0,363.0,1072.0,780.0,553.0,99.0,8.0,1869.0,685.0,43.0,329.0,75.0,287.0,55.0,153.0,1.44,1426.0,70
99,2018/2019,Brighton,515,678.0,391.0,415.0,463.0,986.0,644.0,424.0,55.0,1.0,1951.0,815.0,24.0,223.0,81.0,247.0,35.0,99.0,2.19,1150.0,60
100,2018/2019,Burnley,585,576.0,307.0,505.0,359.0,1138.0,615.0,410.0,69.0,0.0,1911.0,1012.0,32.0,235.0,82.0,161.0,43.0,112.0,2.54,1007.0,68
101,2018/2019,Caen,523,682.0,420.0,387.0,463.0,891.0,568.0,387.0,53.0,3.0,1819.0,731.0,17.0,145.0,64.0,264.0,29.0,90.0,1.02,1002.0,54
102,2018/2019,Cagliari,703,600.0,386.0,447.0,341.0,815.0,747.0,536.0,62.0,3.0,1892.0,830.0,27.0,278.0,105.0,165.0,35.0,124.0,0.9500000000000001,1284.0,54
103,2018/2019,Celta Vigo,563,598.0,354.0,358.0,370.0,845.0,793.0,571.0,86.0,5.0,1806.0,653.0,35.0,229.0,58.0,244.0,52.0,152.0,1.17,1266.0,62
104,2018/2019,Chelsea,504,607.0,360.0,351.0,349.0,610.0,1125.0,887.0,114.0,13.0,2065.0,497.0,52.0,415.0,65.0,252.0,61.0,192.0,1.34,2113.0,39
105,2018/2019,Chievo,805,619.0,372.0,418.0,459.0,956.0,681.0,510.0,40.0,0.0,1899.0,688.0,17.0,237.0,89.0,163.0,25.0,110.0,1.31,1222.0,75
106,2018/2019,Crystal Palace,499,730.0,444.0,441.0,444.0,1000.0,853.0,603.0,86.0,7.0,1961.0,663.0,33.0,275.0,63.0,289.0,48.0,135.0,1.4300000000000002,1457.0,53
107,2018/2019,Dijon,616,671.0,407.0,414.0,481.0,802.0,792.0,543.0,50.0,8.0,1905.0,654.0,21.0,245.0,75.0,244.0,29.0,138.0,1.9,1328.0,60
